Date,SPY
2014-04-30,0.006951300700904772
2014-05-31,0.023206568211377565
2014-06-30,0.020644288194503257
2014-07-31,-0.013437280346129232
2014-08-31,0.039463559542006754
2014-09-30,-0.013796017090014101
2014-10-31,0.023550748422522805
2014-11-30,0.027471985289098555
2014-12-31,-0.0025368742506148845
2015-01-31,-0.029629228987430034
2015-02-28,0.05620453423153182
2015-03-31,-0.01570542572639333
2015-04-30,0.00983372604609456
2015-05-31,0.012856269815193944
2015-06-30,-0.020312088316923216
2015-07-31,0.022589094411878063
2015-08-31,-0.0609498648335669
2015-09-30,-0.025516134047127492
2015-10-31,0.08506000910879963
2015-11-30,0.0036549968012353773
2015-12-31,-0.017282628297352165
2016-01-31,-0.04978641907746428
2016-02-29,-0.0008257405014981956
2016-03-31,0.06726552331033497
2016-04-30,0.003941404539661297
2016-05-31,0.017011412153640215
2016-06-30,0.003476071281483417
2016-07-31,0.036471156743957955
2016-08-31,0.0011978649509851724
2016-09-30,5.7542827807122165e-05
2016-10-31,-0.017336935099441342
2016-11-30,0.036838648087651915
2016-12-31,0.020271597656270846
2017-01-31,0.017894518803216908
2017-02-28,0.03929167147260482
2017-03-31,0.001250092422764304
2017-04-30,0.009926243432405002
2017-05-31,0.014112693242133822
2017-06-30,0.006374968327946817
2017-07-31,0.020554396848625256
2017-08-31,0.002917379781929741
2017-09-30,0.020149365157858146
2017-10-31,0.023564280458894693
2017-11-30,0.030566015346192188
2017-12-31,0.012127734020395131
2018-01-31,0.05635934946887322
2018-02-28,-0.03636047840430012
2018-03-31,-0.027410571579809084
2018-04-30,0.0051681838857338125
2018-05-31,0.02430888727653402
2018-06-30,0.005751383647834674
2018-07-31,0.0370457858079698
2018-08-31,0.03192044397445226
2018-09-30,0.005945492370313721
2018-10-31,-0.06910440820339347
2018-11-30,0.018549201736639098
2018-12-31,-0.08804851864830299
2019-01-31,0.08006568649707857
2019-02-28,0.032415815295336436
2019-03-31,0.018100648357353144
2019-04-30,0.040852329914615515
2019-05-31,-0.06377117161485413
2019-06-30,0.06958663324154735
2019-07-31,0.015119326566254365
2019-08-31,-0.01674368205011223
2019-09-30,0.019457995502149883
2019-10-31,0.02210477634894814
2019-11-30,0.03619822835132158
2019-12-31,0.029055437674142537
2020-01-31,-0.000403740779381101
2020-02-29,-0.07916577603210528
2020-03-31,-0.12487110659867895
2020-04-30,0.12698312180462246
2020-05-31,0.047645636985395035
2020-06-30,0.01773398596751652
2020-07-31,0.05889256690609779
2020-08-31,0.06979668771166692
2020-09-30,-0.03744369738652831
2020-10-31,-0.02493356249253076
2020-11-30,0.10877701877967305
2020-12-31,0.037048294841164564
2021-01-31,-0.010190708533354353
2021-02-28,0.027805811362011656
2021-03-31,0.04539898582759516
2021-04-30,0.05291059407339116
2021-05-31,0.006566016790874318
2021-06-30,0.022427668248627963
2021-07-31,0.024412060978670658
2021-08-31,0.029760024412708086
2021-09-30,-0.04660532721089605
2021-10-31,0.07016336768714138
2021-11-30,-0.008034670931822196
2021-12-31,0.046247714811941565
2022-01-31,-0.05274121938571941
2022-02-28,-0.029516986295083147
2022-03-31,0.037590362157970514
2022-04-30,-0.08776908454799948
2022-05-31,0.0022573028618784186
2022-06-30,-0.08246060758816143
2022-07-31,0.09208755613554986
2022-08-31,-0.040801943256898565
2022-09-30,-0.09244589359731215
2022-10-31,0.08127566624071725
2022-11-30,0.0555915373380107
2022-12-31,-0.057628311993309755
2023-01-31,0.06288726342480011
2023-02-28,-0.025142678532488638
2023-03-31,0.03707774851981194
2023-04-30,0.015975067063314308
2023-05-31,0.00461628315372975
2023-06-30,0.06479965952120881
2023-07-31,0.03273345433983166
2023-08-31,-0.016252136387692295
2023-09-30,-0.047434415216044856
2023-10-31,-0.021708782436654417
2023-11-30,0.09134392488434373
2023-12-31,0.045655322257667
2024-01-31,0.015926479365777846
2024-02-29,0.052186909820852945
2024-03-31,0.03270185932656733
2024-04-30,-0.04031956506061651
2024-05-31,0.05057958576521049
2024-06-30,0.03528016665523781
2024-07-31,0.012109285513783652
2024-08-31,0.023365432938468933
2024-09-30,0.021004661564918203
2024-10-31,-0.008923558620233862
2024-11-30,0.05963352184722481
2024-12-31,-0.024060182229797777
2025-01-31,0.026856408076720406
2025-02-28,-0.012694939642037606
2025-03-31,-0.05571909772666972
2025-04-30,-0.008670229175496758
2025-05-31,0.06284501787581465
2025-06-30,0.051386182837998895
2025-07-31,0.023031505020404186
2025-08-31,0.020519492148202145
2025-09-30,0.03562036952182912
2025-10-31,0.023837458474752493
2025-11-30,0.0019499283249213573
2025-12-31,0.000797497311368911
2026-01-31,0.014737781623702428
