Date,Base,Macro,SPY
2001-02-28,1.0,1.0,1.0
2001-03-31,0.961785217546076,0.981215119890083,0.9439622738203558
2001-04-30,0.9950783761259393,1.0022277003524689,1.0246148431282869
2001-05-31,0.9988090696830132,1.004478533823456,1.018871502210911
2001-06-30,0.9675645482696912,0.9850774285351482,0.9945922843890235
2001-07-31,0.960722093656719,0.9808341456408286,0.9844516814624791
2001-08-31,0.9196456615007399,0.9547920062981623,0.9260420484070124
2001-09-30,0.8416848467535527,0.8837958445322271,0.8504487090850897
2001-10-31,0.8324447712961993,0.8763475243509852,0.8615229904785294
2001-11-30,0.9165551696577259,0.9445597546968064,0.9287021037740681
2001-12-31,0.9283723114725233,0.9515725789004984,0.933938670784547
2002-01-31,0.943470239431372,0.9611903262372311,0.9247876355289023
2002-02-28,0.9681085032989033,0.976865943885916,0.9082009187875716
2002-03-31,0.987341315390716,0.9888289567395779,0.9384175426348568
2002-04-30,0.9602607754798285,0.971697334392534,0.8838430886424047
2002-05-31,0.9789488168568887,0.9837417841035364,0.8785985927137109
2002-06-30,0.9328620115723008,0.9545073863038319,0.8137513549264205
2002-07-31,0.8514806324076276,0.9032573966105824,0.7496115313545202
2002-08-31,0.8546887926822566,0.905111089549044,0.7547102608904174
2002-09-30,0.774380582483744,0.8578746814439001,0.6755767079324958
2002-10-31,0.8215916144634057,0.8861963652951289,0.7311659184152993
2002-11-30,0.8756806169203164,0.9159552842093311,0.776265121752407
2002-12-31,0.8264728600684562,0.8871567484775876,0.7323518235061485
2003-01-31,0.8046076841073989,0.8745003025553564,0.7143400287568328
2003-02-28,0.7993982311276876,0.8714262658134926,0.7047114695669748
2003-03-31,0.8064664425574839,0.8757143740487313,0.7062191243573469
2003-04-30,0.8370412559732556,0.8943969307968078,0.7659739660738998
2003-05-31,0.8653642862308695,0.9107741542420386,0.8079770235421189
2003-06-30,0.881079309408434,0.9195797788210937,0.8165829456704725
2003-07-31,0.8985924256341817,0.9344281838666157,0.8313035625016321
2003-08-31,0.924388980343374,0.9593924376024303,0.8484505250007498
2003-09-30,0.8928233451467794,0.9292091171250985,0.839196897278931
2003-10-31,0.963311850387802,1.0025702832264516,0.8841164429325785
2003-11-30,0.9755534648138656,1.015310787599305,0.8937718347420059
2003-12-31,1.0414364089959027,1.0838786994149718,0.9387404043168128
2004-01-31,1.0385764962679926,1.0809022349268942,0.9572991977288489
2004-02-29,1.034390280426223,1.0765454156887209,0.9702901500596124
2004-03-31,1.0196181279264773,1.0611712446873236,0.9574381471858631
2004-04-30,0.9757613908583486,1.0155271873801484,0.9393220194761311
2004-05-31,0.9912741319382333,1.0316721286178352,0.9554065069344198
2004-06-30,1.0488557206862046,1.0916003748201863,0.9730831598479586
2004-07-31,1.0419059828826407,1.0843674101314789,0.941731346978164
2004-08-31,1.0505676045024621,1.0933820240772003,0.9440252216954546
2004-09-30,1.1007026972272005,1.145560302681777,0.9535007624331726
2004-10-31,1.1028284749788697,1.1477727135451021,0.9657864278192867
2004-11-30,1.166706200384572,1.214253686685913,1.0087802132879002
2004-12-31,1.1701263884286535,1.2178132597303657,1.0391657617708177
2005-01-31,1.1802867185660453,1.2283876599720096,1.0158675058427427
2005-02-28,1.2853278624220514,1.3377096093529408,1.0371020190700155
2005-03-31,1.2704981952439791,1.3222755797426038,1.0181312119931658
2005-04-30,1.2304652061005439,1.280611101881382,0.9990561686500246
2005-05-31,1.2389866242921943,1.2894797986034816,1.0312506708154896
2005-06-30,1.281105933341072,1.333315621432232,1.0328129577862464
2005-07-31,1.327213594101426,1.3813023356918024,1.0723293324527725
2005-08-31,1.3433452103766448,1.398091373521489,1.0622773980384634
2005-09-30,1.3910538763741758,1.4477443397569247,1.070802242143361
2005-10-31,1.3088324969447958,1.3621721425202793,1.045476793893573
2005-11-30,1.3195379723777454,1.3733139046947664,1.091428259244684
2005-12-31,1.3308818096284638,1.3851200442338463,1.0893392793773675
2006-01-31,1.4117247508493296,1.4692576269325686,1.1154991012281126
2006-02-28,1.3639021100761017,1.4194860410381875,1.121886231626908
2006-03-31,1.3630021147254183,1.4185493676304286,1.14040160937701
2006-04-30,1.3991610030611759,1.4561818611010946,1.1548071967503044
2006-05-31,1.3493432359558477,1.4043338402796008,1.1200231292345986
2006-06-30,1.3610006743211511,1.4164663613099322,1.1229443554321312
2006-07-31,1.3330136328707765,1.3873387469633662,1.127973416851272
2006-08-31,1.3286042053076412,1.3827496193209943,1.1525883566736839
2006-09-30,1.3457039321418502,1.400546221707196,1.183709844138741
2006-10-31,1.3953338476846193,1.4475817340825767,1.2210170481411042
2006-11-30,1.42427205227784,1.4776035216682522,1.2452974262924867
2006-12-31,1.4169995767764094,1.470058730351892,1.2619487347090332
2007-01-31,1.4322983682091743,1.4859303807589672,1.2809277607864717
2007-02-28,1.4287848681839905,1.4822853187061875,1.2557993751625673
2007-03-31,1.4544139411998198,1.5088740652063504,1.2703529045464614
2007-04-30,1.4986484312565906,1.5547649033945685,1.3266244371193274
2007-05-31,1.538496611384568,1.5961051875032144,1.371623175261002
2007-06-30,1.510270328463338,1.5668219792977938,1.351568620435917
2007-07-31,1.4757665257298473,1.531026191303207,1.3092508235922065
2007-08-31,1.4814643201330773,1.5369373380272402,1.3260528781489658
2007-09-30,1.5806761895530546,1.6398641682011512,1.3773895293800267
2007-10-31,1.6091587945032784,1.6694132963423853,1.3960768292836225
2007-11-30,1.5185889871035188,1.5754521277884763,1.342002670691721
2007-12-31,1.5645120367945136,1.6230947532550348,1.3268908294325314
2008-01-31,1.4402325081637803,1.4941616123692383,1.2466658415434704
2008-02-29,1.4760703869707554,1.5313414305434534,1.2144484228704813
2008-03-31,1.4731071465207999,1.5282672323820825,1.2035890925159716
2008-04-30,1.5642042764449187,1.6227754689050653,1.2609543323319048
2008-05-31,1.6230268042782472,1.6832654117170185,1.2800156451093565
2008-06-30,1.577254875926696,1.636868143449047,1.1730374235270344
2008-07-31,1.4422122732053557,1.5016228743575344,1.162496893701248
2008-08-31,1.4488298087747076,1.5074137118764228,1.1804614050236466
2008-09-30,1.295932084537805,1.3737305210622226,1.0692935237176184
2008-10-31,1.134848245606729,1.2390750819035468,0.8926604324741415
2008-11-30,1.1260053004603063,1.2323360460883812,0.8305254648811774
2008-12-31,1.144040436394747,1.2462280204162506,0.8386610184405364
2009-01-31,1.1113085581805364,1.2207245957813204,0.769795511265349
2009-02-28,0.9890737828100385,1.1205391737302126,0.6870815682626676
2009-03-31,1.0291526456993456,1.152480610142136,0.7443229429050203
2009-04-30,1.0788155728945619,1.189800295480311,0.8182686143441865
2009-05-31,1.1186769324241561,1.2200557014863629,0.8660990399240371
2009-06-30,1.1292018443216487,1.2279633822482758,0.8655320255775298
2009-07-31,1.2122850407989276,1.2892742968361908,0.9301056189922733
2009-08-31,1.2376210981583196,1.306776894446449,0.9644629753362298
2009-09-30,1.2725155498455605,1.330517886178174,0.9986601095157656
2009-10-31,1.2478932753045942,1.312203121412094,0.9794609109166701
2009-11-30,1.3432031938308178,1.403776434029747,1.039801912416396
2009-12-31,1.3989881709425944,1.453485345483984,1.059663852545328
2010-01-31,1.3051665900046119,1.371234268720476,1.0211528066920073
2010-02-28,1.3639310668989733,1.419377749183358,1.053007525703716
2010-03-31,1.4789501135857668,1.5390725633580165,1.1171140864967624
2010-04-30,1.536151947113253,1.598599772387722,1.134395937299662
2010-05-31,1.4065344166544567,1.4637130152031386,1.0442628958536593
2010-06-30,1.3029619326484638,1.376944073225903,0.9902317661471937
2010-07-31,1.4105581982145396,1.458586825020925,1.057865438522359
2010-08-31,1.3225082557020598,1.394134472177952,1.0102818730425482
2010-09-30,1.4342304305091427,1.4726175027948814,1.1007575017719198
2010-10-31,1.489241427894545,1.5083004238626414,1.142808326137679
2010-11-30,1.5134718081416265,1.5238923695298074,1.142808326137679
2010-12-31,1.618360116482681,1.593656729855884,1.2192075142938088
2011-01-31,1.674968052103394,1.629598013921844,1.2476157646232944
2011-02-28,1.7422274017274884,1.6751543888323337,1.2909540712577683
2011-03-31,1.7621551342393298,1.6885242321857765,1.291109071939462
2011-04-30,1.795480878165695,1.7119882774745194,1.3285025271009459
2011-05-31,1.7374710919768064,1.6710630701747633,1.3136035096099454
